"odkaz";"nazev";"vyucujici";"predmet";"tyden";"keywords";"typ";"kod";"poznamky";"origolink";"nahrazeno"
"https://web.microsoftstream.com/video/94a465a0-3135-4e53-b604-f3c50490d54f";"Příklad 6, 53/117 – Henryho zakon, teplotní závislost";"Ondřej Vopička";"Fyzikální chemie II";6;"Henryho zákon,rozpustnost plynů v kapalinách";"cvičení";"B403004";;"https://web.microsoftstream.com/video/09a81438-653b-4086-80a1-2ca6f5b96071";1
"https://web.microsoftstream.com/video/b284113a-4456-496f-b589-48be0fffe489";"Příklad 1, 89/122 – kryoskopie";"Ondřej Vopička";"Fyzikální chemie II";6;"kryoskopie";"cvičení";"B403004";;"https://web.microsoftstream.com/video/c6e42c62-4c7c-4a8e-ae93-b993f4e5ffba";1
"https://web.microsoftstream.com/video/d0fed21f-25a3-4ebe-89bf-cad61c216e5c";"Příklad 2, 56/248 – určení směru chemické reakce";"Ondřej Vopička";"Fyzikální chemie II";7;"směr chemické reakce";"cvičení";"B403004";;"https://web.microsoftstream.com/video/97fdcd01-3cb6-4a78-ba59-471f4afd484a";1
"https://web.microsoftstream.com/video/2d5a3639-9db0-4129-96d4-910ee9280c14";"Příklad 3, část 1, 47/246 – nestechometrické dávkování, chemická rovnováha";"Ondřej Vopička";"Fyzikální chemie II";7;"nestechometrické dávkování,chemická rovnováha,plyn,tuhá fáze";"cvičení";"B403004";;"https://web.microsoftstream.com/video/26b56c08-c926-4664-b552-9378f87c9397";1
"https://web.microsoftstream.com/video/13194601-6ec3-468e-b393-81bd7f306dde";"Příklad 3, část 2, 47/246 – nestechometrické dávkování, chemická rovnováha";"Ondřej Vopička";"Fyzikální chemie II";7;"nestechometrické dávkování,chemická rovnováha,plyn,tuhá fáze";"cvičení";"B403004";;"https://web.microsoftstream.com/video/2fd2d47d-d26a-4f11-9ffc-8034a3e1dfd8";1
"https://web.microsoftstream.com/video/8f95c1b7-9435-44e9-b30f-e1bb213dcc89";"Příklad 4, 3/vzor. test – nestechometrické dávkování, zvýšený tlak";"Ondřej Vopička";"Fyzikální chemie II";7;"nestechometrické dávkování,zvýšený tlak,bilance";"cvičení";"B403004";;"https://web.microsoftstream.com/video/53de5c46-a78c-453e-ae45-7de9300b9c9e";1
"https://web.microsoftstream.com/video/9e37c9ae-f28b-4c21-8760-1ddcb95010b0";"Příklad 5, část 1, 80/251–  pyrolýza";"Ondřej Vopička";"Fyzikální chemie II";7;"pyrolýza,rovnováha,spřažene reakce,bilance";"cvičení";"B403004";;"https://web.microsoftstream.com/video/a170c075-e26f-474f-bf1c-8d7645f2752c";1
"https://web.microsoftstream.com/video/303432da-efc0-4c00-b492-279e48d8569b";"Příklad 5, část 2, 80/251, pyrolýza";"Ondřej Vopička";"Fyzikální chemie II";7;"pyrolýza,rovnováha,spřažene reakce,bilance";"cvičení";"B403004";;"https://web.microsoftstream.com/video/d5ce7546-5dc2-44dd-b371-f8ffb8fb44e2";1
"https://web.microsoftstream.com/video/ad6fcdc5-c0db-403c-8cc6-8f2066566f64";"Příklad 1, 107/255 – pH, disociační konstanta, ideální roztok";"Ondřej Vopička";"Fyzikální chemie II";8;"pH,disociačni konstanta,ideální roztok,slabá báze,methylamin";"cvičení";"B403004";;"https://web.microsoftstream.com/video/8ff1b1ad-59c4-484f-8373-3669a49c2a57";1
"https://web.microsoftstream.com/video/bde55005-fc08-40e7-a7bb-961a6b11a463";"Příklad 2, 106/255 – pH, disociační konstanta, reálný roztok";"Ondřej Vopička";"Fyzikální chemie II";8;"pH,disociačni konstanta,reáný roztok,slabá kyselina,chloroctová kyselina";"cvičení";"B403004";;"https://web.microsoftstream.com/video/b68f266e-e087-4eda-98ba-720efe3c396c";1
"https://web.microsoftstream.com/video/1115bf03-c4b9-469e-95e7-8b78a7b01d7e";"Příklad 3, 116/256 – součin rozpustnosti MgF2";"Ondřej Vopička";"Fyzikální chemie II";8;"součin rozpustnosti,reálný roztok,MgF2";"cvičení";"B403004";;"https://web.microsoftstream.com/video/597fc1dd-6103-4a4a-b19a-af70ccedbc8c";1
"https://web.microsoftstream.com/video/6fff1c7b-fe42-4889-8950-c4dcb5cab216";"Příklad 4–a, 121/257 – promývaní srazeniny Pb(IO3)2 různými roztoky";"Ondřej Vopička";"Fyzikální chemie II";8;"promývání sraženiny,realný roztok,Pb(IO3)2";"cvičení";"B403004";;"https://web.microsoftstream.com/video/71fb0c8b-85bf-4494-a23e-4d7bdb6fe767";1
"https://web.microsoftstream.com/video/e40938ff-61dc-4bd6-9801-7a9da96e30d2";"Příklad 4–b, 121/257 – promývaní srazeniny Pb(IO3)2 různými roztoky";"Ondřej Vopička";"Fyzikální chemie II";8;"promývání sraženiny,realný roztok,Pb(IO3)2";"cvičení";"B403004";;"https://web.microsoftstream.com/video/4be7d464-ce9a-4882-9e1a-6ebf41fa113b";1
"https://web.microsoftstream.com/video/2d946619-abc9-4a1d-8317-6b328c107551";"Příklad 5, 14/36 – odpor, měrná a molární vodivost";"Ondřej Vopička";"Fyzikální chemie II";8;"odpor,merná vodivost,molární vodivost";"cvičení";"B403004";;"https://web.microsoftstream.com/video/f4bf1a10-60cb-45b3-8685-6d51914496b0";1
"https://web.microsoftstream.com/video/5ecc711e-bbb2-43dd-a1ee-18de9dd62c2a";"Příklad 1, 15/36 – Kohlrauschův zákon, molární vodivost a převodová čísla";"Ondřej Vopička";"Fyzikální chemie II";9;"Kohlrauschův zákon,molární vodivost,převodová čísla,vodivost roztoků elektrolytů";"cvičení";"B403004";;"https://web.microsoftstream.com/video/6c362a00-67c7-42dd-80d7-07c848e92d69";1
"https://web.microsoftstream.com/video/610be2a1-adcc-46b2-b126-2201bbcabb46";"Příklad 2, 21/37 – molární vodivost a stupeň disociace";"Ondřej Vopička";"Fyzikální chemie II";9;"molární vodivost,stupeň disociace,disociační konstanta,reálný roztok,benzoová kyselina";"cvičení";"B403004";;"https://web.microsoftstream.com/video/1d2bc23b-8e8d-49c3-aca6-5f5ca0be6f3e";1
"https://web.microsoftstream.com/video/b27ce255-4052-4a94-813f-d9308d28b86c";"Příklad 3, 37/39 – str. aktiv. koef. – elektrochemický článek";"Ondřej Vopička";"Fyzikální chemie II";9;"střední aktivitní koeficient elektrolytu,elektrochemický článek,elektrolyt";"cvičení";"B403004";;"https://web.microsoftstream.com/video/59ca0730-54c1-496e-a05b-d5e8745c007a";1
"https://web.microsoftstream.com/video/f1a62992-0189-4615-ad90-eb8d4d9e885f";"Příklad 4, 42/40 – elektroda prvního a druhého druhu: Pb2+/Pb a PbBr2/Pb,Br–";"Ondřej Vopička";"Fyzikální chemie II";9;"elektroda prvního druhu,elektroda druhého druhu,Pb2+/Pb,PbBr2/Pb,Br-";"cvičení";"B403004";;"https://web.microsoftstream.com/video/1a15ae68-3ebb-45db-ba3e-5295a64ce410";1
"https://web.microsoftstream.com/video/681e12f0-e385-4be9-bb90-a93e07a3b795";"Příklad 5, 53/41 – závislost EMN na teplote, reakční entalpie";"Ondřej Vopička";"Fyzikální chemie II";9;"závislost napětí na teplotě,reakční entalpie,elektromotorické napětí";"cvičení";"B403004";;"https://web.microsoftstream.com/video/8d2f91c2-7fcf-4adf-91c4-5573047e55b6";1
"https://web.microsoftstream.com/video/3e7e95c2-cd1e-48af-8266-2dc34ede998c";"Příklad 1, 22/70 – kinetika 2. řádu, cA0=cB0";"Ondřej Vopička";"Fyzikální chemie II";10;"reakce 2. řádu,A+B->produkty,cA0=cB0 ";"cvičení";"B403004";;"https://web.microsoftstream.com/video/29404af3-a6a1-49b0-a9c6-cf7d6042bc80";1
"https://web.microsoftstream.com/video/7dab1eec-b3e2-4fa2-88f5-c9068eacdeee";"Příklad 2, 25/71 – kinetika 2. řádu, cA0≠cB0";"Ondřej Vopička";"Fyzikální chemie II";10;"reakce 2. řádu,A+B->produkty,cA0≠cB0";"cvičení";"B403004";;"https://web.microsoftstream.com/video/1d598541-2c62-4649-8b02-4138bcf4bf45";1
"https://web.microsoftstream.com/video/f66df3e5-c9c5-48c5-be5b-5dd5bb24a057";"Příklad 3, 26/71 – kinetika 2. řádu v plynné fázi";"Ondřej Vopička";"Fyzikální chemie II";10;"reakce 2. řádu,plynná fáze,rychlostní konstanta,kc,kp";"cvičení";"B403004";;"https://web.microsoftstream.com/video/069f0bdb-1239-41ac-bf2b-01da82c029ba";1
"https://web.microsoftstream.com/video/4c394a03-f6ad-4455-b1a7-b08be0fdaf6a";"Příklad 4, 55/76 – kinetika vratné reakce";"Ondřej Vopička";"Fyzikální chemie II";10;"vratná reakce,reakce 1. řádu,zpětná reakce,rychlostní konstanta,rovnovážná konstanta,k1,k2,K";"cvičení";"B403004";;"https://web.microsoftstream.com/video/c78ce047-df0e-4433-997c-fb28c29413e8";1
"https://web.microsoftstream.com/video/bfd208eb-236a-47d6-bb65-ba3e87e37f8e";"Příklad 5, 58/76 – následné reakce A–>B–>C, čas maximální konc. B";"Ondřej Vopička";"Fyzikální chemie II";10;"následné reakce,A->B->C";"cvičení";"B403004";;"https://web.microsoftstream.com/video/36ca0cab-93f5-45ab-a096-fe4174cb30fb";1
"https://web.microsoftstream.com/video/caa4c462-e70f-4c6e-b1ea-4c0ffc340cb2";"Příklad 1, 30/71 – kinetika 1. řádu v plynné fázi";"Ondřej Vopička";"Fyzikální chemie II";11;"reakce 1. řádu,rychlostní konstanta,integrální metoda";"cvičení";"B403004";;"https://web.microsoftstream.com/video/aff81e5b-b90f-44a2-b74a-ff59a24ca7af";1
"https://web.microsoftstream.com/video/b5e6deac-574d-47e1-9968-ff645ec12b43";"Příklad 2, 53/71 – paralelní reakce 1. řádu, Arrheniův zákon";"Ondřej Vopička";"Fyzikální chemie II";11;"paralelní reakce,reakce 1. řádu,Arrheniova rovnice,rychlostní konstanta";"cvičení";"B403004";;"https://web.microsoftstream.com/video/448dcd29-7fc9-4ff1-8cde-ef39c4996ee0";1
"https://web.microsoftstream.com/video/8a02bb08-b818-444e-bd1b-b310a014a8af";"Příklad 3, 61/77 – stacionární konc. reaktivního meziproduktu";"Ondřej Vopička";"Fyzikální chemie II";11;"mechanismus,aproximace stacionárního stavu";"cvičení";"B403004";;"https://web.microsoftstream.com/video/bfd86f25-6ee5-4d7c-b651-ca7e048f9c0c";1
"https://web.microsoftstream.com/video/c505d906-98fe-4ea3-b20b-4153b928b1e7";"Příklad 4, 62/77 – fotolýza HI";"Ondřej Vopička";"Fyzikální chemie II";11;"fotolýza HI,kvantový výtěžek";"cvičení";"B403004";;"https://web.microsoftstream.com/video/384137f4-3fb4-4a2d-af70-cae2c67c1975";1
"https://web.microsoftstream.com/video/6cf93a3d-3234-454c-8dd3-561b0c5d4d53";"Příklad 1, 20/161 – adsorpce";"Ondřej Vopička";"Fyzikální chemie II";12;"jednovrstvá adsorpce,Langmuirův model typu I,specifický povrch,kapacita monovrstvy,Langmuirova izoterma";"cvičení";"B403004";;"https://web.microsoftstream.com/video/534783a5-9eb6-49ce-b1dc-ceadc08ec04f";1
"https://web.microsoftstream.com/video/2fa57397-7779-47b6-982f-98013dc804de";"Příklad 2, 5/158 – Laplaceův tlak pro kapku a Kelvinova rovnice";"Ondřej Vopička";"Fyzikální chemie II";12;"Laplaceův tlak,Laplaceova rovnice,Kelvinova rovnice";"cvičení";"B403004";;"https://web.microsoftstream.com/video/d5c29f14-e6e8-456d-bfad-7a2ee593e4c7";1
"https://web.microsoftstream.com/video/bef5b129-2c8e-43d4-852c-d8a23e7a4a58";"Příklad 3, 3/158 –  Laplaceův tlak a kapilarni elevace";"Ondřej Vopička";"Fyzikální chemie II";12;"Laplaceův tlak,Laplaceova rovnice,kapilární elevace";"cvičení";"B403004";;"https://web.microsoftstream.com/video/7e09ab72-b553-4294-ae63-d7bd00045be7";1
"https://web.microsoftstream.com/video/805a36b7-c398-45fe-a300-5c92cf6b51a4";"Úvod";"Jiří Kolafa";"Fyzikální chemie A";1;"fyzikální chemie,energie,systém,skupenství,fáze,veličina,rovnováha,nevratný děj,tlak,nultý termodynamický zákon,nultá věta termodynamická,teplota,0. termodynamický zákon";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab01.pdf";"https://web.microsoftstream.com/video/11e4b285-090d-4bb3-857b-82f7d165a707";1
"https://web.microsoftstream.com/video/34aa7729-15fe-4f6f-a873-556de42a7bcb";"Ideální plyn";"Jiří Kolafa";"Fyzikální chemie A";1;"ideální plyn,statistická termodynamika,izoterma,izobara";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab01.pdf";"https://web.microsoftstream.com/video/d50f101a-dfb9-4fd7-aefa-c92d337775b5";1
"https://web.microsoftstream.com/video/057c8fe8-472c-4756-9a6e-38a083e52641";"Roztažnost a kompresibilita";"Jiří Kolafa";"Fyzikální chemie A";2;"derivace implicitní funkce,Eulerovo pravidlo,řetězové pravidlo,roztažnost,kompresibilita,stlačitelnost,kompresibilitní faktor";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab02.pdf";"https://web.microsoftstream.com/video/2a798f2e-95d5-4cec-89ea-ce9d7bfd885e";1
"https://web.microsoftstream.com/video/b106c3ee-0aa8-4287-964a-766951a29bd1";"Fázový diagram čisté látky";"Jiří Kolafa";"Fyzikální chemie A";2;"p-v-t diagram,kritický bod,teorém korespondujících stavů,generalizovaný diagram,Nelson–Obert,kritická opalescence,TKS";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab02.pdf";"https://web.microsoftstream.com/video/be428e74-c89e-4eb2-bf1a-cad4d30e34b8";1
"https://web.microsoftstream.com/video/2b042194-616f-4445-a44b-8cbb2524e38e";"Síly mezi molekulami";"Jiří Kolafa";"Fyzikální chemie A";3;"plocha potenciální energie,Lennard-Jonesův potenciál,elektrostatické síly,van der Waalsova rovnice,Redlichova–Kwongova rovnice,VDW";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab03.pdf";"https://web.microsoftstream.com/video/eabd9220-7bfb-431e-b063-e6488c31a5a0";1
"https://web.microsoftstream.com/video/d9bb8e3e-3838-48e6-b936-348d5fb7eec8";"Viriálová stavová rovnice";"Jiří Kolafa";"Fyzikální chemie A";3;"viriálový koeficient,Boyleova teplota,tlakový viriálový rozvoj,PC-SAFT,BWR,Soave–Redlich–Kwong,SRK";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab03.pdf";"https://web.microsoftstream.com/video/cfa7ddd4-d955-412e-90f1-b86f6b74e6f4";1
"https://web.microsoftstream.com/video/a0f3070a-6bea-4310-9383-884494b66800";"Směsi plynů";"Jiří Kolafa";"Fyzikální chemie A";3;"Amagatův zákon,Daltonův zákon,směšovací pravidlo,kombinační pravidlo,Kayovy pseudokritické veličiny,Kay";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab03.pdf";"https://web.microsoftstream.com/video/1dba52c6-d057-4080-adf6-0592bf622cf3";1
"https://web.microsoftstream.com/video/dcfa687f-7904-4e9b-9cd4-a94b4eb8c5df";"Práce, 1. termodynamický zákon, entalpie";"Jiří Kolafa";"Fyzikální chemie A";4;"objemová práce,první zákon termodynamiky,první věta termodynamická,vnitřní energie,entalpie,Legendreova transformace,1. termodynamický zákon,1. věta termodynamická,první termodynamický zákon";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab04.pdf";"https://web.microsoftstream.com/video/d24b9a75-2a80-4914-8072-1c315b21647c";1
"https://web.microsoftstream.com/video/6bf0df1d-8ce9-4713-a155-70b2205140f8";"Tepelné kapacity";"Jiří Kolafa";"Fyzikální chemie A";4;"tepelná kapacita,Mayerův vztah,ekvipartiční teorém,ekvipartiční princip,mechanický stupeň volnosti,Dulong–Petit";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab04.pdf";"https://web.microsoftstream.com/video/cbe43098-5c58-414b-bb2b-74b9be24d64f";1
"https://web.microsoftstream.com/video/44e46981-f09b-475b-8913-09bbd08e5d21";"Adiabatický vratný děj";"Jiří Kolafa";"Fyzikální chemie A";4;"adiabatický děj,Poissonovy rovnice,adiabatický index,Poissonova konstanta,rychlost zvuku,adiabatický model atmosféry";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab04.pdf";"https://web.microsoftstream.com/video/068577a4-7074-4a7d-b453-673a74f8a866";1
"https://web.microsoftstream.com/video/177d7a39-ee52-4043-8d4c-8830772a16d5";"Termochemie";"Jiří Kolafa";"Fyzikální chemie A";5;"reakční teplo,reakční entalpie,reakční vnitřní energie,standardní stav,plimsoll,kalorimetr,adiabatický kalorimetr,kalorimetrická bomba,spalovací kalorimetr,izotermický kalorimetr,diferenční skenovací kalorimetr,DSC,spalná entalpie,Hessův zákon,závislost entalpie na teplotě,Shomateova rovnice,entalpická bilance,adiabatická teplota reakce,Kirchhoffova věta,kalorimetrická rovnice";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab05.pdf";"https://web.microsoftstream.com/video/799fea4b-88fc-452b-b26d-bf31870057df";1
"https://web.microsoftstream.com/video/1629bda0-ab35-4b76-81cb-7834798f14db";"2. termodynamický zákon, entropie";"Jiří Kolafa";"Fyzikální chemie A";6;"funkce dvou proměnných,tepelný stroj,Carnotův tepelný stroj,Carnotův cyklus,druhý zákon termodynamiky,druhá věta termodynamická,Carnotův teorém,Thomsonův princip,Clausiův princip,Caratheodoryho formulace,tepelné čerpadlo,lednička,entropie,fundamentální rovnice,Gibbsovy rovnice,Maxwellovy vztahy,2. věta termodynamická,2. termodynamický zákon";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab06.pdf";"https://web.microsoftstream.com/video/43461e16-a329-4037-97d9-5576c405d224";1
"https://web.microsoftstream.com/video/eea4bb3c-9f3c-4ae0-b047-1dbe3a774dbc";"Mnemotechnická pomůcka, závislost S na p, V, T";"Jiří Kolafa";"Fyzikální chemie A";6;"výpočet entropie,závislost entropie,Boltzmannova rovnice pro entropii,S";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab06.pdf";"https://web.microsoftstream.com/video/eb0a562f-eb42-4078-906b-afa803ef8e32";1
"https://web.microsoftstream.com/video/92a5df44-2389-4903-a9b5-53e3a87f944a";"Tepelné kapacity CV, Cp, adiabatická kompresibilita, zvuk";"Jiří Kolafa";"Fyzikální chemie A";7;"rozdíl tepelných kapacit,adiabatická kompresibilita,zvuk,Cp";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab07.pdf";"https://web.microsoftstream.com/video/17651f0a-c520-47aa-a0d8-5da35d18abd0";1
"https://web.microsoftstream.com/video/b66c77b8-0dbc-430c-bc9c-ed24c4fb9e00";"Interpretace F, G, 3. zákon, přehled termodynamiky";"Jiří Kolafa";"Fyzikální chemie A";7;"3. termodynamický zákon,třetí zákon termodynamiky,třetí věta termodynamická,Helmholtzova energie,Gibbsova energie,nevratný děj,extenzivní podmínka rovnováhy,interpretace Gibbsovy energie,Lewis,Randall,Nernst,výpočet G,3.zákon termodynamický,3.věta termodynamická";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab07.pdf";"https://web.microsoftstream.com/video/790e6cf0-260f-4c6b-8641-3f0a5311cd8a";1
"https://web.microsoftstream.com/video/1cfc41d1-8b24-4c82-9023-59a42deef32a";"Statistická termodynamika light";"Jiří Kolafa";"Fyzikální chemie A";7;"mikrostav,makrostav,soubor,trajektorie,ergodická hypotéza,mikrokanonický soubor,střední hodnota,kanonický soubor,Boltzmannův faktor,Boltzmannova pravděpodobnost,barometrická rovnice,Boltzmannova rovnice pro entropii,reziduální entropie,informační entropie,Landauerův princip";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab07.pdf";"https://web.microsoftstream.com/video/bd242c2f-cf12-4af4-b799-ac8ad7c7a47f";1
"https://web.microsoftstream.com/video/bba59cfe-e6f5-43c5-ba8f-0379851b7166";"Nevratné děje, zkapalňování plynů";"Jiří Kolafa";"Fyzikální chemie A";8;"krystalizace,podchlazená kapalina,metastabilní stav,Jouleův–Thomsonův jev,Jouleův–Kelvinův jev,škrcení,izoentalpický děj,inverzní teplota,zkapalňování plynů";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab08.pdf";"https://web.microsoftstream.com/video/79a5c6b8-a89e-4ab7-87ab-91985eb7c44d";1
"https://web.microsoftstream.com/video/48a17b3f-1498-442d-926a-77c0a2205353";"Pokus zmrznutí podchlazené vody";"Jiří Kolafa";"Fyzikální chemie A";8;"pokus,podchlazená voda,experiment";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab08.pdf";"https://web.microsoftstream.com/video/d634f977-6913-4de3-b305-ab13281e9492";1
"https://web.microsoftstream.com/video/eee861c5-4c98-4d24-95ad-e58b6fcb8699";"Směšovací entropie,dodatkové a směšovací veličiny";"Jiří Kolafa";"Fyzikální chemie A";9;"mísení ideálních plynů,směšovací entropie,ideální směs,ideální roztok,Stirlingův vzorec,standardní stav,směšovací veličina,dodatková veličina";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab09.pdf";"https://web.microsoftstream.com/video/b9e454eb-2897-4268-a6de-10d7b9419039";1
"https://web.microsoftstream.com/video/b761be28-ff19-4a43-b4a1-9bee3b9ce2e2";"Pokus záporný dodatkový objem směsi ethanol–voda";"Jiří Kolafa";"Fyzikální chemie A";9;"pokus,dodatkový objem,experiment";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab09.pdf";"https://web.microsoftstream.com/video/3bc0de54-fa02-4f7d-b3fa-43f5d4864824";1
"https://web.microsoftstream.com/video/fbbcdb65-9427-4c46-b28f-d82c487a863a";"Parciální molární veličiny, chemický potenciál";"Jiří Kolafa";"Fyzikální chemie A";9;"parciální molární veličina,Eulerův vztah,úseková metoda,Gibbsova–Duhemova rovnice,chemický potenciál";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab09.pdf";"https://web.microsoftstream.com/video/e1b38682-d9f7-4a81-81b8-734ebac2dc24";1
"https://web.microsoftstream.com/video/cefc38df-b579-4db9-b200-6707b6dd2c0f";"Fugacita";"Jiří Kolafa";"Fyzikální chemie A";10;"fugacita,fugacitní koeficient,generalizovaný diagram,fugacita složky,Lewisovo–Randallovo pravidlo";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab10.pdf";"https://web.microsoftstream.com/video/93e1b175-b31b-4c4e-80ff-12fbac5e97ba";1
"https://web.microsoftstream.com/video/f7f6cc99-b23b-4a26-b2c8-bc05690da6aa";"Standardní stavy, aktivita";"Jiří Kolafa";"Fyzikální chemie A";10;"aktivita,aktivitního koeficient,standardní stav nekonečného zředění,nekonečné zředění";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab10.pdf";"https://web.microsoftstream.com/video/46370890-c6eb-4c27-b324-39090187eeae";1
"https://web.microsoftstream.com/video/9746c159-f580-42b6-abd3-c9428daea2c8";"Gibbsův fázový zákon";"Jiří Kolafa";"Fyzikální chemie A";10;"intenzivní podmínky rovnováhy,počet termodynamických stupňů volnosti,Gibbsův fázový zákon";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab10.pdf";"https://web.microsoftstream.com/video/8a9f7913-1777-431e-abe8-e023fe5b3be0";1
"https://web.microsoftstream.com/video/cf7f8ffd-dedf-484e-a062-1c33f42476b3";"Clapeyronova rovnice";"Jiří Kolafa";"Fyzikální chemie A";11;"bruslení,regelace ledu,Clausiova–Clapeyronova rovnice,Antoineova rovnice,měření tlaku nasycených par,alotropie,cínový mor,polymorfie";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab11.pdf";"https://web.microsoftstream.com/video/1f2ca7b0-83bd-4256-b0ca-01c2a80dce80";1
"https://web.microsoftstream.com/video/4666bd72-49ca-45e4-93dc-144dbca06c67";"Raoultův zákon";"Jiří Kolafa";"Fyzikální chemie A";11;"bod varu,rosný bod,ideální směs,Raoultův zákon,propan-butan,fázové diagramy,rovnováha kapalina–pára,VLE";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab11.pdf";"https://web.microsoftstream.com/video/16e6b952-2e5e-42c3-9aee-95532b72f62a";1
"https://web.microsoftstream.com/video/63d396dc-7c42-49c4-803e-4e22ec855ac7";"Neideální kapalná směs a regulární roztok";"Jiří Kolafa";"Fyzikální chemie A";12;"rovnováha kapalina-pára,VLE,mřížkový model,regulární roztok,Hildebrand,Flory–Huggins,Redlich–Kister,Wilson,azeotrop,heteroazeotrop,mísitelnost";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab12.pdf";"https://web.microsoftstream.com/video/2c225a8f-5fdd-402d-a359-c590335c6398";1
"https://web.microsoftstream.com/video/9d25a199-a917-44ea-b85a-d6d140f5bffe";"Rovnováha z F(V) a G(xi)";"Jiří Kolafa";"Fyzikální chemie A";12;"stabilní fáze,metastabilní fáze,spinodální dekompozice";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab12.pdf";"https://web.microsoftstream.com/video/bdf3ac92-33f1-4ae3-9bd5-6455fc242b32";1
"https://web.microsoftstream.com/video/de22ec34-63aa-44ad-a45d-72b1d7c46d95";"Ebulioskopie, rozpustnost plynů v kapalinách";"Jiří Kolafa";"Fyzikální chemie A";12;"ebulioskopie,koligativní vlastnost,osmometrie tlaku nasycených par,rozpustnost plynů v kapalinách,Henryho zákon,vysolovací efekt";"přednáška";"B403001";"http://old.vscht.cz/fch/cz/pomucky/fchab/FCHA.html http://old.vscht.cz/fch/cz/pomucky/fchab/fchab12.pdf";"https://web.microsoftstream.com/video/fcb3e87d-130f-4849-8925-7f55f8129bd8";1
